"","x"
"1",1.54095021115301
"2",0.982511152268184
"3",1.35219029381654
"4",1.16776598015441
"5",0.715894785183811
"6",1.11679780157191
"7",1.07537092839387
"8",1.02915795313591
"9",1.24942045951065
"10",0.993797607786002
"11",0.970842058635163
"12",0.999977795988103
