"","x"
"1",0.63130340080199
"2",-1.1852036854385
"3",-0.895744109550425
"4",0.471576989025183
"5",0.672824649141676
"6",0.462750390379626
"7",0.634545634376795
"8",0.26141982367242
"9",0.857006876624925
"10",1.17136518576908
"11",0.973813979166083
"12",-0.0312987037416242
