"","x"
"1",-4.08218223734908
"2",-9.65346984530787
"3",-1.59766622194161
"4",1.27260113301389
"5",-0.838281275799505
"6",-0.453650948684651
"7",21.0248006418184
"8",-0.467584828631558
"9",0.283081946522436
"10",-17.9137155693793
"11",19.7566969963068
"12",-1.35546471760095
